month,country,store_id,store,orders,basket_size,sales,avg_ticket,found_rate
2020-05,US,2602,Miami Beach Chocolates,1,1.00000000000000000000,27.82,27.82,1.00000000000000000000
2020-05,US,3086,Lucky Mouth Grocery,1,11.0000000000000000,63.54,63.54,0.90909090909090909091
2020-05,US,2670,Bottega la Dolce Vita,1,4.0000000000000000,33.8,33.8,1.00000000000000000000
2020-06,US,2209,Walmart,648,14.8641975308641975,35327.89,54.5183487654321,0.75737126245847176080
2020-06,US,3750,Supermarket Express,113,11.6725663716814159,5148.59,45.5627433628319,0.80970432145564821835
2020-06,US,2314,Target,93,13.1827956989247312,4829.16,51.9264516129032,0.56443719412724306688
2020-06,US,2757,Eatzi’s Market & Bakery Oak Lawn,36,5.1944444444444444,1547.65,42.9902777777778,0.90909090909090909091
2020-06,US,2562,Wild Fork,33,5.0909090909090909,2125.7,64.4151515151515,0.86309523809523809524
2020-06,US,2310,Sabor Tropical Supermarket,25,10.5200000000000000,1047.94,41.9176,0.73384030418250950570
2020-06,US,2311,Sam's Club,14,6.2142857142857143,655.28,46.8057142857143,0.54022988505747126437
2020-06,US,2596,Fireman Derek's,9,1.1111111111111111,413,45.8888888888889,0.90000000000000000000
2020-06,US,3227,Petco,8,3.2500000000000000,348.74,43.5925,0.88461538461538461538
2020-06,US,2845,Graziano's,8,3.8750000000000000,549.38,68.6725,0.90322580645161290323
2020-06,US,2658,Casa Blanca Fish Market,7,2.2857142857142857,355.76,50.8228571428571,0.75000000000000000000
2020-06,US,3109,Zerpa's Antojos Criollos,7,8.5714285714285714,335.51,47.93,0.65000000000000000000
2020-06,US,2210,Costco,6,4.8333333333333333,324.02,54.0033333333333,0.75862068965517241379
2020-06,US,2634,San Martin Bakery Uptown,6,3.5000000000000000,138.65,23.1083333333333,0.85714285714285714286
2020-06,US,2756,Foxtrot Market Uptown,6,6.3333333333333333,240.25,40.0416666666667,0.71052631578947368421
2020-06,US,3086,Lucky Mouth Grocery,4,6.2500000000000000,200.17,50.0425,0.80000000000000000000
2020-06,US,3106,Sarah's Tent,4,3.2500000000000000,84.16,21.04,0.46153846153846153846
2020-06,US,2594,Smallcakes Preston,3,3.0000000000000000,99,33,1.00000000000000000000
2020-06,US,3384,Gaucho Ranch,3,2.0000000000000000,156.8,52.2666666666667,0.83333333333333333333
2020-06,US,2551,Panna,3,2.3333333333333333,78.38,26.1266666666667,0.71428571428571428571
2020-06,US,2898,Humble: Simply Good Pies,3,1.6666666666666667,90,30,1.00000000000000000000
2020-06,US,3385,Krudo Fish Market,2,2.0000000000000000,53.96,26.98,1.00000000000000000000
2020-06,US,3110,Soho Kosher Deli,2,5.0000000000000000,110.16,55.08,0.60000000000000000000
2020-06,US,3004,Royal Blue Grocery,2,10.5000000000000000,47.68,23.84,0.38095238095238095238
2020-06,US,2674,Gourmeat,2,2.0000000000000000,160.59,80.295,1.00000000000000000000
2020-06,US,3047,Karla Bakery,2,6.5000000000000000,35.01,17.505,0.84615384615384615385
2020-06,US,3380,Discount Health Foods,1,2.0000000000000000,30.65,30.65,1.00000000000000000000
2020-06,US,1915,Safeway,1,5.0000000000000000,22.1,22.1,0.80000000000000000000
2020-06,US,2557,Burgundy pasture beef,1,1.00000000000000000000,31.96,31.96,1.00000000000000000000
2020-06,US,2595,Jennys Flowers,1,1.00000000000000000000,39.95,39.95,1.00000000000000000000
2020-06,US,2668,Marky's (discontinued),1,12.0000000000000000,38.19,38.19,0.50000000000000000000
2020-06,US,2672,Babe's Meat Market,1,1.00000000000000000000,41.74,41.74,1.00000000000000000000
2020-06,US,2701,Unrefined Bakery,1,3.0000000000000000,39,39,1.00000000000000000000
2020-06,US,2923,La Latina - Lista,1,8.0000000000000000,34.34,34.34,0.62500000000000000000
2020-06,US,3042,la Madeleine French Bakery & Cafe MacArthur,1,3.0000000000000000,13.45,13.45,1.00000000000000000000
2020-06,US,3044,Gigi's Cupcakes Carrollton,1,6.0000000000000000,37.5,37.5,0.50000000000000000000
2020-06,US,3048,Legends Popcorn,1,1.00000000000000000000,24.95,24.95,1.00000000000000000000
2020-06,US,3076,Le Chocolatier,1,4.0000000000000000,96,96,1.00000000000000000000
2020-06,US,3258,Hollywood Feed,1,1.00000000000000000000,48.98,48.98,1.00000000000000000000
2020-06,US,3407,Metro,1,4.0000000000000000,2.31,2.31,0E-20
2020-07,US,3750,Supermarket Express,398,11.6381909547738693,17759.46,44.6217587939698,0.81606217616580310881
2020-07,US,2317,Winn-Dixie,96,10.0833333333333333,3833.18,39.9289583333333,0.76859504132231404959
2020-07,US,2562,Wild Fork,35,4.7714285714285714,2121.66,60.6188571428572,0.94011976047904191617
2020-07,US,2757,Eatzi’s Market & Bakery Oak Lawn,32,4.9375000000000000,1379.38,43.105625,0.91772151898734177215
2020-07,US,2310,Sabor Tropical Supermarket,20,10.0000000000000000,821.33,41.0665,0.63000000000000000000
2020-07,US,2845,Graziano's,8,5.0000000000000000,541.97,67.74625,0.97500000000000000000
2020-07,US,2634,San Martin Bakery Uptown,8,5.6250000000000000,197.31,24.66375,0.73333333333333333333
2020-07,US,2658,Casa Blanca Fish Market,8,4.0000000000000000,477.62,59.7025,0.75000000000000000000
2020-07,US,2674,Gourmeat,6,1.8333333333333333,372.31,62.0516666666667,1.00000000000000000000
2020-07,US,2756,Foxtrot Market Uptown,6,5.0000000000000000,268.4,44.7333333333333,0.66666666666666666667
2020-07,US,3227,Petco,5,3.8000000000000000,696.88,139.376,0.73684210526315789474
2020-07,US,2596,Fireman Derek's,3,3.0000000000000000,206.96,68.9866666666667,0.88888888888888888889
2020-07,US,3042,la Madeleine French Bakery & Cafe MacArthur,2,5.0000000000000000,75.48,37.74,0.90000000000000000000
2020-07,US,2633,Fluellen Cupcakes,2,3.5000000000000000,61.75,30.875,1.00000000000000000000
2020-07,US,2923,La Latina - Lista,2,5.5000000000000000,87.6,43.8,0.90909090909090909091
2020-07,US,3004,Royal Blue Grocery,2,6.5000000000000000,52.57,26.285,0.30769230769230769231
2020-07,US,3047,Karla Bakery,2,5.5000000000000000,22.49,11.245,1.00000000000000000000
2020-07,US,3051,Emporium Pies Bishop,2,2.5000000000000000,64,32,0.60000000000000000000
2020-07,US,3106,Sarah's Tent,2,3.0000000000000000,41.5,20.75,0.66666666666666666667
2020-07,US,3225,Feed Me Pronto,2,9.5000000000000000,63.03,31.515,0.78947368421052631579
2020-07,US,3384,Gaucho Ranch,2,2.5000000000000000,93,46.5,0.80000000000000000000
2020-07,US,2672,Babe's Meat Market,1,3.0000000000000000,54.04,54.04,1.00000000000000000000
2020-07,US,3046,Yo Pop Etc,1,2.0000000000000000,11.04,11.04,1.00000000000000000000
2020-07,US,3110,Soho Kosher Deli,1,9.0000000000000000,87.26,87.26,0.88888888888888888889
2020-07,US,3113,Wooden Spoon Scandinavian Shop,1,2.0000000000000000,9.9,9.9,1.00000000000000000000
2020-07,US,2668,Marky's (discontinued),1,1.00000000000000000000,56,56,0E-20
2020-07,US,3258,Hollywood Feed,1,1.00000000000000000000,41.28,41.28,1.00000000000000000000
2020-07,US,3385,Krudo Fish Market,1,2.0000000000000000,39.98,39.98,1.00000000000000000000
2020-07,US,3407,Metro,1,5.0000000000000000,11.75,11.75,0.40000000000000000000
2020-07,US,2647,Isabelly's Chocolates & Sweet Treats,1,6.0000000000000000,22.5,22.5,1.00000000000000000000
2020-07,US,3979,Ettiene Market,1,3.0000000000000000,25.98,25.98,0.66666666666666666667
2020-07,US,2701,Unrefined Bakery,1,3.0000000000000000,22,22,0.66666666666666666667
2020-07,US,2895,Smallcakes Medallion,1,2.0000000000000000,7.5,7.5,1.00000000000000000000
2020-07,US,2898,Humble: Simply Good Pies,1,4.0000000000000000,24,24,0.75000000000000000000
2020-07,US,3016,Empa Mundo world of empanadas,1,6.0000000000000000,17.94,17.94,1.00000000000000000000
2020-07,US,3045,Rum Cakes Factory,1,5.0000000000000000,18.5,18.5,0.80000000000000000000
2020-07,US,3074,Animal Crackers,1,2.0000000000000000,48.48,48.48,1.00000000000000000000
2020-07,US,3086,Lucky Mouth Grocery,1,10.0000000000000000,63.81,63.81,1.00000000000000000000
2020-07,US,3109,Zerpa's Antojos Criollos,1,1.00000000000000000000,53.5,53.5,1.00000000000000000000
2020-08,US,3750,Supermarket Express,361,10.5567867036011080,15247.55,42.2369806094183,0.83521385463133035949
2020-08,US,2317,Winn-Dixie,253,9.4940711462450593,10364.01,40.9644664031621,0.81140716069941715237
2020-08,US,4533,Fresco y Más,81,8.9506172839506173,2885.87,35.628024691358,0.80275862068965517241
2020-08,US,2757,Eatzi’s Market & Bakery Oak Lawn,32,5.5625000000000000,1554.38,48.574375,0.85955056179775280899
2020-08,US,3227,Petco,13,2.6923076923076923,748.99,57.6146153846154,0.85714285714285714286
2020-08,US,2634,San Martin Bakery Uptown,7,7.2857142857142857,145.66,20.8085714285714,0.76470588235294117647
2020-08,US,4338,Meat N' Bone,6,1.8333333333333333,269.48,44.9133333333333,0.81818181818181818182
2020-08,US,4480,Lombardi's Seafood,6,2.1666666666666667,236.57,39.4283333333333,0.92307692307692307692
2020-08,US,2594,Smallcakes Preston,5,2.8000000000000000,111.25,22.25,1.00000000000000000000
2020-08,US,4407,Zerpa's Antojos Criollos,5,6.8000000000000000,587.51,117.502,0.94117647058823529412
2020-08,US,4148,Fireman Derek's Bake Shop,3,1.00000000000000000000,141,47,1.00000000000000000000
2020-08,US,3883,Trias Flowers,3,1.3333333333333333,110.5,36.8333333333333,1.00000000000000000000
2020-08,US,2923,La Latina - Lista,3,7.6666666666666667,224.97,74.99,0.91304347826086956522
2020-08,US,2669,Tita Italian,2,1.5000000000000000,113.4,56.7,1.00000000000000000000
2020-08,US,2674,Gourmeat,2,2.5000000000000000,38.49,19.245,0.60000000000000000000
2020-08,US,2703,The Corner Market,2,1.5000000000000000,96.12,48.06,0.66666666666666666667
2020-08,US,4468,Interbay Meat Market,2,2.0000000000000000,28.61,14.305,1.00000000000000000000
2020-08,US,3049,WOOF...cool stuff for dogs,1,5.0000000000000000,44.24,44.24,0.80000000000000000000
2020-08,US,3385,Krudo Fish Market,1,3.0000000000000000,25.97,25.97,1.00000000000000000000
2020-08,US,4034,Baisheng Seafood Market,1,1.00000000000000000000,33.98,33.98,1.00000000000000000000
2020-08,US,4467,Bake'n Babes,1,1.00000000000000000000,16,16,1.00000000000000000000
2020-08,US,4929,Shadow Wagyu,1,2.0000000000000000,118.45,118.45,1.00000000000000000000
2020-09,US,2317,Winn-Dixie,2285,10.2726477024070022,99950.3799999999,43.7419606126914,0.85131853619051676394
2020-09,US,4533,Fresco y Más,769,9.9921976592977893,31968.56,41.571599479844,0.83966684018740239459
2020-09,US,3750,Supermarket Express,191,8.8848167539267016,6659.06,34.8641884816754,0.87448438420742486741
2020-09,US,3227,Petco,109,2.3944954128440367,5512.63999999999,50.5746788990825,0.83908045977011494253
2020-09,US,2757,Eatzi’s Market & Bakery Oak Lawn,86,5.6162790697674419,3943.37,45.8531395348837,0.93788819875776397516
2020-09,US,4338,Meat N' Bone,59,2.8644067796610169,5186.04,87.8989830508474,0.92899408284023668639
2020-09,US,4407,Zerpa's Antojos Criollos,34,5.3529411764705882,2294.57,67.4873529411765,0.95604395604395604396
2020-09,US,5127,Graziano's,34,4.2647058823529412,2275.9,66.9382352941176,0.92413793103448275862
2020-09,US,5217,Farm2cook,19,3.0000000000000000,760.27,40.0142105263158,0.94736842105263157895
2020-09,US,4480,Lombardi's Seafood,18,2.3333333333333333,992.16,55.12,0.92857142857142857143
2020-09,US,4148,Fireman Derek's Bake Shop,16,1.5000000000000000,821.25,51.328125,0.95833333333333333333
2020-09,US,4775,Carroll's Meat Shoppe,13,3.4615384615384615,550.97,42.3823076923077,0.97777777777777777778
2020-09,US,5058,La Tarte Tropézienne,11,4.5454545454545455,457.48,41.5890909090909,0.90000000000000000000
2020-09,US,4929,Shadow Wagyu,9,1.6666666666666667,929.78,103.308888888889,1.00000000000000000000
2020-09,US,2594,Smallcakes Preston,9,3.5555555555555556,183.25,20.3611111111111,1.00000000000000000000
2020-09,US,3385,Krudo Fish Market,8,2.8750000000000000,523.51,65.43875,0.91304347826086956522
2020-09,US,5408,NEX2U Market,8,5.7500000000000000,209.63,26.20375,0.65217391304347826087
2020-09,US,4832,1748 Bakehouse,5,4.0000000000000000,181.63,36.326,0.95000000000000000000
2020-09,US,3883,Trias Flowers,5,1.2000000000000000,242,48.4,1.00000000000000000000
2020-09,US,2634,San Martin Bakery Uptown,5,6.4000000000000000,143.66,28.732,0.96875000000000000000
2020-09,US,5268,East Side Grocery,5,4.4000000000000000,103.83,20.766,0.86363636363636363636
2020-09,US,4854,Utopia Food + Fitness,4,9.7500000000000000,270.6,67.65,0.64102564102564102564
2020-09,US,4974,Le Chocolatier,4,1.2500000000000000,369,92.25,1.00000000000000000000
2020-09,US,4467,Bake'n Babes,4,2.5000000000000000,121,30.25,1.00000000000000000000
2020-09,US,2849,"Dude, Sweet Chocolate",4,4.2500000000000000,152,38,0.94117647058823529412
2020-09,US,4855,Sweet Pete's Candy,4,2.7500000000000000,108.5,27.125,0.90909090909090909091
2020-09,US,4034,Baisheng Seafood Market,3,2.0000000000000000,134.17,44.7233333333333,1.00000000000000000000
2020-09,US,4829,Sunshine Provisions,3,6.3333333333333333,368.59,122.863333333333,1.00000000000000000000
2020-09,US,5300,Jerome Florists,3,1.00000000000000000000,180,60,0.66666666666666666667
2020-09,US,4553,Rick's Dog Deli,3,2.0000000000000000,187.11,62.37,1.00000000000000000000
2020-09,US,5139,Bone-in Butcher shop,3,3.0000000000000000,174,58,0.77777777777777777778
2020-09,US,4465,Orlando Pet Pantry,3,3.0000000000000000,105.93,35.31,1.00000000000000000000
2020-09,US,4139,Flowers of Fort Lauderdale,2,1.00000000000000000000,169.9,84.95,1.00000000000000000000
2020-09,US,5223,All Good Things,2,1.5000000000000000,68.95,34.475,1.00000000000000000000
2020-09,US,2923,La Latina - Lista,2,6.5000000000000000,126.86,63.43,0.92307692307692307692
2020-09,US,5029,Flowers of Jacksonville,2,1.00000000000000000000,119.98,59.99,1.00000000000000000000
2020-09,US,2703,The Corner Market,2,1.5000000000000000,106.06,53.03,0.66666666666666666667
2020-09,US,5403,Mimmo's Mozzarella,2,3.0000000000000000,84,42,1.00000000000000000000
2020-09,US,4138,Miami Gardens Florist,2,1.00000000000000000000,119.9,59.95,1.00000000000000000000
2020-09,US,5402,Marcel Market,1,1.00000000000000000000,48,48,1.00000000000000000000
2020-09,US,2647,Isabelly's Chocolates & Sweet Treats,1,2.0000000000000000,54.4,54.4,1.00000000000000000000
2020-09,US,2669,Tita Italian,1,22.0000000000000000,293.99,293.99,0.72727272727272727273
2020-09,US,2674,Gourmeat,1,1.00000000000000000000,36.93,36.93,1.00000000000000000000
2020-09,US,3014,Plano Florist,1,1.00000000000000000000,49.99,49.99,1.00000000000000000000
2020-09,US,3045,Rum Cakes Factory,1,1.00000000000000000000,18,18,1.00000000000000000000
2020-09,US,3225,Feed Me Pronto,1,6.0000000000000000,27.02,27.02,0.83333333333333333333
2020-09,US,3841,The Florist at Flamingo Road Nursery,1,1.00000000000000000000,129.99,129.99,1.00000000000000000000
2020-09,US,3846,Snapper Mike's Fresh Catch,1,1.00000000000000000000,21.99,21.99,1.00000000000000000000
2020-09,US,4464,Onur Food Market,1,6.0000000000000000,30.96,30.96,0.66666666666666666667
2020-09,US,4466,Martin Coffee Co,1,2.0000000000000000,20.14,20.14,1.00000000000000000000
2020-09,US,4474,Jennie's Flowers,1,1.00000000000000000000,49.95,49.95,1.00000000000000000000
2020-09,US,4665,Condaxis Coffee & Tea,1,2.0000000000000000,25.98,25.98,1.00000000000000000000
2020-09,US,4738,Flower Express,1,1.00000000000000000000,20,20,1.00000000000000000000
2020-10,US,2317,Winn-Dixie,6606,9.9447471995155919,289002.2,43.7484408113835,0.87134485120633229317
2020-10,US,4533,Fresco y Más,1722,10.5162601626016260,77145.7799999998,44.8001045296166,0.86608868518416257110
2020-10,US,5202,Westside Market,787,9.4345616264294790,37201.1,47.2695044472681,0.78208754208754208754
2020-10,US,5200,Gristedes,184,7.3532608695652174,8430.72,45.8191304347826,0.83887657058388765706
2020-10,US,3227,Petco,130,1.9923076923076923,5877.49999999999,45.2115384615384,0.68725868725868725869
2020-10,US,2757,Eatzi’s Market & Bakery Oak Lawn,126,5.6111111111111111,5930.18,47.0649206349206,0.93210749646393210750
2020-10,US,5533,Cox Farms Market,105,7.7047619047619048,3616.49,34.4427619047619,0.87639060568603213844
2020-10,US,5856,D'Agostino,104,6.5865384615384615,4429.06,42.5871153846154,0.83503649635036496350
2020-10,US,5127,Graziano's,95,3.5894736842105263,5407.17,56.9175789473684,0.94134897360703812317
2020-10,US,5554,Tom Thumb,84,5.4047619047619048,2246.37,26.7425,0.80176211453744493392
2020-10,US,5408,NEX2U Market,65,4.9076923076923077,1523.65,23.4407692307692,0.58307210031347962382
2020-10,US,5421,Key Food,57,8.4912280701754386,1971.96,34.5957894736842,0.83057851239669421488
2020-10,US,5305,Dickson's Farmstand Meats,56,3.3035714285714286,2964.11,52.9305357142857,0.94594594594594594595
2020-10,US,4338,Meat N' Bone,56,2.5357142857142857,4990.79,89.1212499999999,0.94366197183098591549
2020-10,US,4407,Zerpa's Antojos Criollos,53,5.0188679245283019,3295.52,62.1796226415094,0.92481203007518796992
2020-10,US,5642,Elm Wellness,41,4.3170731707317073,1397.41,34.0831707317073,0.77966101694915254237
2020-10,US,5553,Albertsons,37,5.7567567567567568,914.77,24.7235135135135,0.81690140845070422535
2020-10,US,5270,Pescatore Seafood Co.,35,3.3428571428571429,2197.8,62.7942857142857,0.98290598290598290598
2020-10,US,5268,East Side Grocery,26,3.4230769230769231,588.3,22.6269230769231,0.89887640449438202247
2020-10,US,4148,Fireman Derek's Bake Shop,22,1.5000000000000000,1166.8,53.0363636363636,0.93939393939393939394
2020-10,US,5423,Bachour,21,4.4761904761904762,826.85,39.3738095238095,0.98936170212765957447
2020-10,US,5543,Saxelby Cheesemongers,21,3.0000000000000000,839.42,39.972380952381,1.00000000000000000000
2020-10,US,5217,Farm2cook,20,2.5000000000000000,764.97,38.2485,0.90000000000000000000
2020-10,US,4480,Lombardi's Seafood,19,1.9473684210526316,828.32,43.5957894736842,1.00000000000000000000
2020-10,US,5271,Greenwich Village Farm,18,4.5555555555555556,580.6,32.2555555555556,0.82926829268292682927
2020-10,US,3673,Fiesta Mart,16,7.7500000000000000,409.46,25.59125,0.84677419354838709677
2020-10,US,5495,Ceriello Fine Foods,12,2.2500000000000000,447.93,37.3275,0.88888888888888888889
2020-10,US,5273,DG Pantry,12,4.0833333333333333,310.94,25.9116666666667,0.95918367346938775510
2020-10,US,4775,Carroll's Meat Shoppe,12,3.2500000000000000,515.48,42.9566666666667,0.94871794871794871795
2020-10,US,5793,Dahing Plants,11,1.9090909090909091,378.34,34.3945454545455,0.95238095238095238095
2020-10,US,5282,Rosa Rosa Flowers,11,1.00000000000000000000,945,85.9090909090909,1.00000000000000000000
2020-10,US,5300,Jerome Florists,10,1.00000000000000000000,689.18,68.918,1.00000000000000000000
2020-10,US,5545,Cocoa Store,10,2.2000000000000000,155.9,15.59,1.00000000000000000000
2020-10,US,5058,La Tarte Tropézienne,9,3.2222222222222222,316.88,35.2088888888889,0.89655172413793103448
2020-10,US,5600,Piccinini Bros,9,2.4444444444444444,350.99,38.9988888888889,0.90909090909090909091
2020-10,US,5374,Riverdel,9,3.6666666666666667,337.96,37.5511111111111,0.81818181818181818182
2020-10,US,5494,Honest Chops Butchery,8,3.6250000000000000,323.01,40.37625,0.86206896551724137931
2020-10,US,5318,Valley Shepherd Creamery,8,2.6250000000000000,131.76,16.47,0.85714285714285714286
2020-10,US,4553,Rick's Dog Deli,7,2.4285714285714286,401.78,57.3971428571429,1.00000000000000000000
2020-10,US,4974,Le Chocolatier,7,1.2857142857142857,266,38,1.00000000000000000000
2020-10,US,4468,Interbay Meat Market,7,4.5714285714285714,250.8,35.8285714285714,0.87500000000000000000
2020-10,US,4738,Flower Express,7,1.00000000000000000000,190.44,27.2057142857143,1.00000000000000000000
2020-10,US,5699,Lomelo's Meat Market,7,1.5714285714285714,632,90.2857142857143,0.81818181818181818182
2020-10,US,4474,Jennie's Flowers,6,1.00000000000000000000,244.7,40.7833333333333,1.00000000000000000000
2020-10,US,2634,San Martin Bakery Uptown,6,5.1666666666666667,142.67,23.7783333333333,0.87096774193548387097
2020-10,US,5686,Ends Meat,6,1.8333333333333333,148.17,24.695,0.90909090909090909091
2020-10,US,5403,Mimmo's Mozzarella,6,3.8333333333333333,332.35,55.3916666666667,1.00000000000000000000
2020-10,US,5497,The Cheese Course,5,4.0000000000000000,182.38,36.476,0.90000000000000000000
2020-10,US,4855,Sweet Pete's Candy,5,3.4000000000000000,175.75,35.15,0.76470588235294117647
2020-10,US,5926,Freshy's,5,3.4000000000000000,125.52,25.104,1.00000000000000000000
2020-10,US,5889,Light Speed Market,5,3.4000000000000000,68.21,13.642,1.00000000000000000000
2020-10,US,5709,New York Plaza Florist,5,1.00000000000000000000,515,103,0.80000000000000000000
2020-10,US,2923,La Latina - Lista,5,3.6000000000000000,190.16,38.032,0.94444444444444444444
2020-10,US,3883,Trias Flowers,4,1.00000000000000000000,145,36.25,1.00000000000000000000
2020-10,US,4467,Bake'n Babes,4,2.5000000000000000,163,40.75,1.00000000000000000000
2020-10,US,5415,Woof Gang Bakery Aventura,4,3.0000000000000000,102.04,25.51,0.91666666666666666667
2020-10,US,4832,1748 Bakehouse,4,4.0000000000000000,231.73,57.9325,1.00000000000000000000
2020-10,US,2703,The Corner Market,4,1.00000000000000000000,275.87,68.9675,1.00000000000000000000
2020-10,US,2849,"Dude, Sweet Chocolate",4,3.2500000000000000,164.6,41.15,1.00000000000000000000
2020-10,US,2594,Smallcakes Preston,4,2.2500000000000000,86.7,21.675,1.00000000000000000000
2020-10,US,4854,Utopia Food + Fitness,4,5.5000000000000000,179.28,44.82,0.68181818181818181818
2020-10,US,4137,MIA Flowers,3,1.3333333333333333,192.92,64.3066666666667,1.00000000000000000000
2020-10,US,5391,Doc popcorn,3,3.3333333333333333,87.05,29.0166666666667,1.00000000000000000000
